rank,page,ad_type,ad_rank,asin,title,url,price_current,price_list,price_unit,rating_stars,rating_count,spec,variation_options,sales,coupon,delivery_primary,delivery_secondary,is_prime,is_amazon_fulfilled,image_small,image_large,scraped_at,inner_products_count
8,3,Organic,,B0FM8JXXTM,"100% Cotton Bath Towel Set, Set of 6 Bath Towels, 2 Bath Towel, 2 Hand Towels, 2 Wash Cloths for Showering, Highly Absorbent Bathroom Set, Super Soft & Quick Dry Towels for Bathroom, Light Gray",N/A,CNY 307.25,,CNY 51.22,4.0,,,,,Save 20%,"CNY 77.38 delivery Fri, Apr 24",,False,False,https://m.media-amazon.com/images/I/612Ef55jLJL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/612Ef55jLJL._AC_SL1500_.jpg,2026-04-14T11:04:02.880655,
9,3,Organic,,B077BV38GD,"Cotton Paradise 6 Piece Towel Set, 100% Cotton Soft Absorbent Turkish Towels for Bathroom, 2 Bath Towels 2 Hand Towels 2 Washcloths, White Towel Set",N/A,CNY 232.13,,CNY 375.54,4.4,,,,,,"CNY 105.44 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81F5rT4WYfL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81F5rT4WYfL._AC_SL1500_.jpg,2026-04-14T11:04:02.894687,
10,3,Organic,,B005TOWQ4A,"Superior Luxury Cotton Bath Towel - 6 Piece Set, Premium Egyptian Cotton Towels, Gold",N/A,CNY 430.24,,CNY 71.71,4.3,,,,,,"CNY 105.44 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/91L3pd1Q3AL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91L3pd1Q3AL._AC_SL1500_.jpg,2026-04-14T11:04:02.901686,
12,3,Organic,,B00387F3RM,"Kleenex White Hand Towels, 60 Count (Pack of 6)",N/A,CNY 206.24,,CNY 57.30,4.5,,60 Count (Pack of 6),2 sizes,,,"CNY 105.44 delivery Thu, Apr 23",,False,False,https://m.media-amazon.com/images/I/81RwjfJjW+L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81RwjfJjW+L._AC_SL1500_.jpg,2026-04-14T11:04:02.909927,
13,3,Organic,,B0CDGH174C,"Face Towels, 10""×12"" Disposable Face Towel, Face Towelettes XL, Ultra Soft Makeup Remover Dry Wipes, Thick Face Towel for Sensitive Skin, 50 Count (1 Pack)",N/A,CNY 88.71,,CNY 1.78,4.8,,50 Count (Pack of 1),,,,"CNY 46.85 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/71U1JfaAD9L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71U1JfaAD9L._AC_SL1500_.jpg,2026-04-14T11:04:02.915466,
14,3,Organic,,B0F1JLYL69,"Disposable Face Towels 100 Count, Biodegradable Ultra Soft & Thick Facial Towels for Sensitive Skin, Lint-Free Makeup Remover Dry Wipes, Multi-Purpose Cleansing Towelettes for Face Wipes, Skincare",N/A,CNY 54.50,,CNY 0.55,4.5,,100 Count (Pack of 1),3 sizes,,,"CNY 46.44 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/61ffUrq6TIL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61ffUrq6TIL._AC_SL1500_.jpg,2026-04-14T11:04:02.923542,
15,3,Organic,,B0BWFP2F53,"Clean Skin Club Clean Towels XL®, Travel Pack 100% USDA Biobased Disposable Face Towel, Eczema Association Accepted,Dry Wipes, TSA-Approved Travel Essential, 3 Packs, 30 ct Total",N/A,CNY 102.10,,CNY 102.10,4.8,,30 Count (Pack of 3),2 sizes,,,"CNY 46.37 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/61TmZnY+gfL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61TmZnY+gfL._AC_SL1500_.jpg,2026-04-14T11:04:02.931610,
16,3,Organic,,B0F2SGPR4X,"Jacquotha Black and White Striped Hand Towels for Bathroom, Vintage Kitchen Decor, Guest Use, Adults & Kids, Natural Cotton, 14” x 29”",N/A,CNY 93.22,,CNY 46.64,4.5,,,,,,"CNY 46.78 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81OlCzMAvOL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81OlCzMAvOL._AC_SL1500_.jpg,2026-04-14T11:04:02.939180,
17,3,Organic,,B0D8JCD4ZQ,"Elvira 100 Count Disposable Face Towels, Biodegradable Skincare Facial Cleansing Towels, Ultra Soft & Thick Makeup Remover Dry Wipes, Lint-Free & Vegan for Sensitive Skin, Travel Essential",N/A,CNY 55.25,,CNY 0.55,4.6,,100 Count (Pack of 1),2 sizes,,,"CNY 46.37 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/71dUY8LFU-L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71dUY8LFU-L._AC_SL1500_.jpg,2026-04-14T11:04:02.946666,
18,3,SB_Video,4.0,,N/A,N/A,,,,,,,,,,,,False,False,,,2026-04-14T11:04:02.951050,1.0
21,3,Organic,,B09FZQTHQQ,"LANE LINEN Bathroom Towel Set 6 Piece - 100% Zero Twist Cotton - Super Soft & Highly Absorbent - 2 Bath, 2 Washcloths, 2 Hand Towels for Bathroom - Fade Resistant, Durable with a Luxury Look - Taupe",N/A,CNY 191.15,,CNY 31.89,4.2,,,2 sizes,,,"CNY 80.18 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/91dThqUxwCL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91dThqUxwCL._AC_SL1500_.jpg,2026-04-14T11:04:02.966261,
22,3,Organic,,B07YP8CKCG,Industrial Paper Towels 10 x 800 White Roll Towels High Capacity Premium Quality (TAD Fabric Cloth Like Texture) Fits Touchless Automatic Commercial Towel Dispenser (Packed 6 Rolls),N/A,CNY 464.25,,CNY 58.05,4.7,,,,,,"CNY 227.75 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/718jzXnxxpL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/718jzXnxxpL._AC_SL1500_.jpg,2026-04-14T11:04:02.972575,
23,3,Organic,,B0BDM8RS9H,"Winner Face Towels, 100% USDA Biobased Facial Towelettes XL, Disposable Face Towel for Sensitive Skin, Ultra Soft Makeup Remover Dry Wipes, Odor-Free, 55 Count, 1 Pack",N/A,CNY 68.22,,CNY 1.23,4.6,,55 Count (Pack of 1),,,,"CNY 46.71 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/61zaN878vlL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61zaN878vlL._AC_SL1500_.jpg,2026-04-14T11:04:02.979861,
24,3,Organic,,B0CB3G6Q62,"HOMEXCEL 5 Pack Microfiber Hair Towels - 40 x 20 inches Super Soft, Fast Drying Turbans for Long, Thick, Curly Hair - Anti Frizz Wrap with Elastic Strap",N/A,CNY 102.37,,CNY 20.49,4.4,,,2 sizes,,,"CNY 59.82 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/71yFFg6h06L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71yFFg6h06L._AC_SL1500_.jpg,2026-04-14T11:04:02.986381,
25,3,Organic,,B01M1HL4C4,"Caboo Tree Free Paper Towels, 6 Rolls, Plastic Free & Eco Friendly, Earth Friendly, Sustainable Kitchen Paper Towels with Strong 2 Ply Sheets",N/A,CNY 204.81,,CNY 45.48,4.1,,6 Count (Pack of 1),2 sizes,,,"CNY 105.44 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/71pVrxUKY6L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71pVrxUKY6L._AC_SL1500_.jpg,2026-04-14T11:04:02.997025,
26,3,Organic,,B09SZMTM7B,"Simpli-Magic 79459 Popcorn Textured Bath Towels Set, 2 Bath Towels, 2 Hand Towels, 2 Washcloths, 6 Pieces, Pink",N/A,CNY 307.32,,,4.5,,,,,,"CNY 111.18 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/71zb+7WSKyL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71zb+7WSKyL._AC_SL1500_.jpg,2026-04-14T11:04:03.002539,
27,3,Organic,,B0040ZOD0Y,"Kleenex Professional Universal Multifold Paper Towels, Bulk (01890), Absorbency Pockets, 9.2"" x 9.4"" Towel, White (150 Sheets/Pack, 16 Packs/Case, 2,400 Sheet Total)",N/A,,,,4.6,,,2 sizes,,,,,False,False,https://m.media-amazon.com/images/I/810dwzFjNyL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/810dwzFjNyL._AC_SL1500_.jpg,2026-04-14T11:04:03.015685,
28,3,Organic,,B0FND8NDSZ,"REDKISS Towels 8 Piece Luxury Bath Towel Set, 2 Bath Sheets (35x70 in), 2 Hand Towels, 4 Washcloths, 100% Cotton Super Absorbent & Quick-Dry Shower Towels for Bathroom Spa Gym Hotel Yoga - Blue",N/A,CNY 204.81,,CNY 409.07,3.5,,,,,,"CNY 105.44 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81ATs8BeeTL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81ATs8BeeTL._AC_SL1500_.jpg,2026-04-14T11:04:03.026854,
29,3,Organic,,B0BN5PBY7G,"LANE LINEN Cotton Kitchen Towels Set, 6-Pack – Absorbent, Quick-Drying Dish Towels, 18"" x 28"", Premium Hand and Tea Towels - Olive",N/A,CNY 95.54,,CNY 15.91,4.5,,,8 sizes,,,"CNY 47.80 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81g6F51VI8L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81g6F51VI8L._AC_SL1500_.jpg,2026-04-14T11:04:03.036894,
30,3,Organic,,B086Q673BN,Bounty 1939879 Select-A-Size Kitchen Rolls Paper Towels 2-Ply 110 Sheets/Roll (74801/95054),N/A,,,,4.4,,110 Count (Pack of 6),,,,,,False,False,https://m.media-amazon.com/images/I/71bfj4nypwL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71bfj4nypwL._AC_SL1500_.jpg,2026-04-14T11:04:03.040928,
31,3,Organic,,B07SS6M1PZ,"ECO TOWELS 100% Cotton Bath Towels - Cotton Towels for Bathroom - Set of 4 Bath Towel - Shower towels, Highly Absorbent Bath Towel 27”x54”",N/A,CNY 163.83,,CNY 40.98,3.9,,,,,,"CNY 105.44 delivery Fri, Apr 24",,False,False,https://m.media-amazon.com/images/I/91qLk4wC08L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91qLk4wC08L._AC_SL1500_.jpg,2026-04-14T11:04:03.048087,
32,3,Organic,,B0CRCNDF1G,"Scott Shop Original Blue Towels (55990), Large 9.4”x11 Cloth-like Paper Towel, 4 packs of 6 (60 Sheets/Roll, 24 Big Rolls/Case, 1,440 Sheet Total)",N/A,CNY 512.40,,CNY 35.58,4.6,,,,,,"CNY 506.11 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81552M5gyQL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81552M5gyQL._AC_SL1500_.jpg,2026-04-14T11:04:03.053654,
33,3,Organic,,B0DKJW4J1F,"Grey Hand Towels for Bathroom - Pack of 4 (16"" x 28"") - 100% Cotton Double Stitched Edges - Ultra Soft, Quick Dry & Highly Absorbent - Everyday Comfort Hand & Face Towels for Family and Gym Use - Grey",N/A,CNY 75.53,,CNY 18.92,4.2,,,2 sizes,,,"CNY 47.19 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/91-lbN4At3L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91-lbN4At3L._AC_SL1500_.jpg,2026-04-14T11:04:03.065756,
34,3,Organic,,B0035BTQ06,"Scott Shop Original Blue Towels (75147), 9.4""x11"" Cloth-like Paper Towel (12 Rolls of 55 Sheets, 660 Sheet Total)",N/A,CNY 264.91,,CNY 40.16,4.8,,,,,,"CNY 227.75 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/71HcKSnNGYL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71HcKSnNGYL._AC_SL1500_.jpg,2026-04-14T11:04:03.073548,
35,3,Organic,,B0FHRCCPRV,"CLEAN SKIN CLUB Sensitive Skin Clean Towels® XL, Ultra-Soft Disposable Face Dry Wipes Infused with Aloe & Glycerin, XL - 1 Pack (50 count)",N/A,CNY 122.58,,CNY 2.46,4.6,,50 Count (Pack of 1),2 sizes,,,"CNY 46.85 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/61kBt5FEiuL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61kBt5FEiuL._AC_SL1500_.jpg,2026-04-14T11:04:03.079616,
36,3,Organic,,B002M5XUNK,Genuine Joe-GJO24080 2-Ply Household Roll Paper Towels (Pack of 30) - WHITE,N/A,CNY 248.31,,CNY 8.26,4.1,,,3 sizes,,,CNY 662.16 delivery,,False,False,https://m.media-amazon.com/images/I/81dqwPs23YL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81dqwPs23YL._AC_SL1500_.jpg,2026-04-14T11:04:03.085634,
37,3,Organic,,B008CGX4YS,"Scott Shop Original Blue Towels (75130), 9.4""x11"" Cloth-like Paper Towel (30 Rolls of 55 Sheets, 1,650 Sheet Total)",N/A,CNY 634.44,,CNY 38.45,4.7,,,,,,"CNY 573.66 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/71Aj4suDxAL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71Aj4suDxAL._AC_SL1500_.jpg,2026-04-14T11:04:03.090902,
38,3,Organic,,B0013N00P8,"Pacific Blue Basic‚ C-Fold Paper Towels by GP PRO, White, 20603, 240 Towels per Pack, 10 Packs",N/A,CNY 314.08,,CNY 13.11,4.5,,,,,,"CNY 227.75 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81DEMbfoa9L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81DEMbfoa9L._AC_SL1500_.jpg,2026-04-14T11:04:03.096984,
39,3,Organic,,B0BMQDG363,"Amazon Aware Bamboo Paper Towels, 6 Rolls, 2 ply, FSC Certified, 150 Sheets, 900 Count, Plastic-Free, Multicolor",N/A,CNY 156.05,,CNY 17.35,4.3,,150 sheet (Pack of 6),2 sizes,,,"CNY 169.91 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/61BPzeD1euL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61BPzeD1euL._AC_SL1500_.jpg,2026-04-14T11:04:03.105585,
40,3,Organic,,B00M6XTONS,"Tork Universal Hand Towel Roll White, Compatible with H21 Dispensers, 100% Recycled Fiber 6 Rolls x 800 Ft (RB8002)",N/A,CNY 348.63,,CNY 7.24,4.5,,,11 sizes,,,"CNY 348.77 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/71abA40oXNL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71abA40oXNL._AC_SL1500_.jpg,2026-04-14T11:04:03.112614,
41,3,Organic,,B0DXQHXD52,Springtree Home Blue Bath Towels Set of 4 | Popcorn Textured | 100% Combed Cotton | Absorbent Quick-Dry Towels for Bathroom | Oeko-TEX® Standard 100 Cotton | Poli Collection - Blue Fog,N/A,CNY 539.51,,CNY 134.88,4.4,,,2 sizes,,,"CNY 118.35 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/A1TYKIwk8yL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/A1TYKIwk8yL._AC_SL1500_.jpg,2026-04-14T11:04:03.121828,
42,3,Organic,,B0146LWTG6,"Tork Centerfeed Hand Towel White M23, One-at-a-time Dispensing, 6 x 530 Towels, RC530",N/A,CNY 324.05,,CNY 10.18,4.6,,,,,,"CNY 227.75 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/71UeWXv+BkL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71UeWXv+BkL._AC_SL1500_.jpg,2026-04-14T11:04:03.128844,
43,3,Organic,,B008CGX4AW,"Scott Shop Original Blue Towels (75190), 9""x12"" Cloth-like Paper Towel (8 Boxes of 200 Sheets, 1,600 Sheet Total)",N/A,CNY 736.46,,CNY 46.03,4.8,,,,,,"CNY 649.73 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/816qeG4pcSL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/816qeG4pcSL._AC_SL1500_.jpg,2026-04-14T11:04:03.135485,
44,3,Organic,,B0DHTZTTS4,"Minecraft Towelling Poncho Kids Teens Hooded Bath Towels Absorbent Beach Towel (Green/Black, 6-14 Years)",N/A,CNY 164.04,,CNY 182.27,4.7,,,3 sizes,,,"CNY 46.85 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81KRRied0EL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81KRRied0EL._AC_SL1500_.jpg,2026-04-14T11:04:03.145163,
45,3,Organic,,B0040ZOMKU,"Boardwalk Multifold Disposable Bathroom Paper Hand Towels, 1-Ply, 9 x 9.45, 250 Towels/Pack, 16 Packs/Carton, White",N/A,CNY 204.81,,CNY 81.95,4.2,,,,,,CNY 227.75 delivery,,False,False,https://m.media-amazon.com/images/I/71KodI6puDL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71KodI6puDL._AC_SL1500_.jpg,2026-04-14T11:04:03.151807,
46,3,Organic,,B0040ZOI1S,"Kleenex® Universal Hard Roll Paper Towels, Bulk (50606), Hardwound 1.75"" Core, Premium Absorbency Pockets™, White, (600'/Roll, 6 Rolls/Case, 3,600'/Case)",N/A,,,,4.6,,,2 sizes,,,,,False,False,https://m.media-amazon.com/images/I/81NDyeJKtkL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81NDyeJKtkL._AC_SL1500_.jpg,2026-04-14T11:04:03.163462,
47,3,Organic,,B0040ZOD04,"Scott® Professional Universal Multifold Paper Towels, Bulk (01840), Absorbency Pockets, 9.2"" x 9.4"" sheets, Standard Tier, Compressed, White (250 Sheets/Pack, 16 Packs/Case, 4,000 Sheets/Case)",N/A,CNY 272.08,,CNY 6.83,4.4,,,3 sizes,,,"CNY 227.75 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81v3wzqjqWL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81v3wzqjqWL._AC_SL1500_.jpg,2026-04-14T11:04:03.176011,
48,3,Organic,,B09HTY9Z4Z,"BIOLINEN Navy Bath Towels 24x48 inches 6 Pack | Ultra Soft, Highly Absorbent | 100% Cotton Towels for Bathroom, Gym, Spa, and Hotel Use",N/A,CNY 184.32,,CNY 30.73,4.2,,,5 sizes,,,CNY 169.91 delivery May 7 - Jun 12,,False,False,https://m.media-amazon.com/images/I/81VZsgMwsyL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81VZsgMwsyL._AC_SL1500_.jpg,2026-04-14T11:04:03.185844,
49,3,Organic,,B0DTTKD4FV,"Pendleton 3 Piece Bath Towel Set - Bath, Hand, and Washcloth, 100% Cotton Shower Towels, Soft and Highly Absorbent, Quick Dry, Fade Resistant for Bathroom, Hotel and Spa - Spider Rock Black/White",N/A,CNY 532.68,,,4.4,,,,,,"CNY 67.95 delivery Thu, Apr 23",,False,False,https://m.media-amazon.com/images/I/81WUQhFddoL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81WUQhFddoL._AC_SL1500_.jpg,2026-04-14T11:04:03.192349,
50,3,Organic,,B0087S2QAE,"Scott Professional Essential C-Fold Folded Paper Towels, Bulk (01510), Fast-Drying Absorbency Pockets, 13.15""x10.125"" Towel, White (200 Sheets/Pack, 12 Packs/Case, 2,400 Sheet Total)",N/A,CNY 269.69,,CNY 11.27,4.6,,,2 sizes,,,"CNY 227.75 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81DTeHGxAWL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81DTeHGxAWL._AC_SL1500_.jpg,2026-04-14T11:04:03.203309,
51,3,Organic,,B002XJOKNY,"Scott Professional Essential Universal High-Capacity Hard Roll Paper Towels, Bulk (01005), Hardwound 1.5"" Core, Absorbency Pockets, White (6 Rolls at 1,000' Each, 6,000'/Case)",N/A,CNY 468.01,,CNY 7.79,4.6,,,,,,"CNY 332.86 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81C8i0qEX+L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81C8i0qEX+L._AC_SL1500_.jpg,2026-04-14T11:04:03.215394,
52,3,Organic,,B07QY8P3B1,"Amazon Brand - Presto! Ultra-Strong Premium Paper Towels, 158 Sheet Huge roll - Flex-a-Size, 6 Rolls, Equivalent to 19 Regular Rolls, White",N/A,CNY 112.68,,CNY 11.88,4.6,,6 Count (Pack of 1),5 sizes,,,"CNY 169.91 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/71M+eHKuyeL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71M+eHKuyeL._AC_SL1500_.jpg,2026-04-14T11:04:03.225979,
53,3,Organic,,B0FN5154SV,"Sparkle Tear-A-Square Paper Towels, 12 Double Rolls - Strong 2-Ply Towels for Kitchen Cleanup and Everyday Messes",N/A,CNY 95.20,,CNY 7.24,4.7,,,13 sizes,,,"CNY 169.91 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/71LSKFcPFlL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71LSKFcPFlL._AC_SL1500_.jpg,2026-04-14T11:04:03.232496,
54,3,Organic,,B0F5TWMKSS,"QUBA LINEN Pack of 8 Towels Set, 2 Large Bath Towels, 2 Hand Towels, 4 Wash Cloths, 100% Cotton, Lighter Weight, Quicker to Dry, Super Absorbent, Perfect for Bathroom (Navy)",N/A,CNY 157.00,,CNY 19.60,4.0,,,,,,"CNY 70.89 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/61tA0-6vPLL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61tA0-6vPLL._AC_SL1500_.jpg,2026-04-14T11:04:03.242131,
55,3,Organic,,B0F1W4KMQ1,"Extra Large Bathroom Towels, 6-Piece Set (2 Bath, 2 Hand, 2 Washcloths), Lint-Free, Quick-Dry, Black",N/A,CNY 129.69,,CNY 21.65,3.5,,,,,,"CNY 111.18 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/51HfnaBY8oL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51HfnaBY8oL._AC_SL1500_.jpg,2026-04-14T11:04:03.249704,
56,3,Organic,,B00M9ZI1TQ,"Scott® Professional Universal Multifold Paper Towels, Bulk (03650), Absorbency Pockets, 9.2"" x 9.4"" sheets, Plus Tier, Compressed, White (250 Sheets/Pack, 12 Packs/Case, 3,000 Sheets/Case)",N/A,CNY 217.37,,CNY 7.24,4.6,,,2 sizes,,,"CNY 227.75 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81Y1byZQN1L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81Y1byZQN1L._AC_SL1500_.jpg,2026-04-14T11:04:03.264207,
57,3,Organic,,B0G39LDMC3,"REDKISS 4 Pack Charcoal Gray Microfiber Bath Towels - Large Shower Towels Set for Bathroom, Super Absorbent Towel Set of 4 Lagre, Quick Dry Bathroom Towel for Spa, Gym,Travel, Lint Free, Ultra Soft",N/A,CNY 273.10,,CNY 341.39,4.1,,,2 sizes,,,"CNY 80.18 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81qfFN7KkWL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81qfFN7KkWL._AC_SL1500_.jpg,2026-04-14T11:04:03.278424,
58,3,Organic,,B0GCDT3R2G,"Jacquotha Hand Towels 4 Pack - Sage Green Wavy Striped Hand Towels for Bathroom, 100% Natural Cotton Soft Absorbent Decorative, 13x29 Inches",N/A,CNY 136.52,,CNY 34.15,4.4,,,,,,"CNY 50.13 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81CEvUKpHkL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81CEvUKpHkL._AC_SL1500_.jpg,2026-04-14T11:04:03.284966,
59,3,Organic,,B0F4GPMC2M,"CLEAN SKIN CLUB Healthy Aging Clean Towels® XL, Smooths Fine Lines Wrinkles & Texture, Disposable Face Dry Wipes, XL - 1 Pack (50 count)",N/A,CNY 122.58,,CNY 2.46,4.6,,50 Count (Pack of 1),2 sizes,,,"CNY 46.85 delivery Wed, Apr 22",,False,False,https://m.media-amazon.com/images/I/81QoA82niLL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81QoA82niLL._AC_SL1500_.jpg,2026-04-14T11:04:03.291627,
60,3,SB_Video,5.0,,N/A,N/A,,,,,,,,,,,,False,False,,,2026-04-14T11:04:03.294149,
